w1	w2	w3	w4	count	gt_prob
Sakshi	Singh	Rawat	on	1	0.00000917
Sangakkara's	record	for	most	1	0.00000917
Santosh	Lal.	As	a	1	0.00000917
Second	most	matches	as	1	0.00000917
Second	most	runs	as	1	0.00000917
Seeing	the	soldiers,	I	1	0.00000917
September	2007,	Dhoni	equalled	1	0.00000917
September	2007.	Dhoni	led	1	0.00000917
September	2009	when	he	1	0.00000917
September	2016.	The	Dhoni	1	0.00000917
September	2021,	Dhoni	was	1	0.00000917
September	2024.	Dhoni	is	1	0.00000917
Series	award	after	the	1	0.00000917
Shaka	Harry,	a	plant-based	1	0.00000917
Shane	Watson.	Dhoni	ended	1	0.00000917
Sharma	.	He	has	1	0.00000917
Sharma	being	unavailable,	Dhoni	1	0.00000917
Shri	in	2009	and	1	0.00000917
Shri:	2009	Honorary	Lieutenant	1	0.00000917
Singh	Dhoni	([məˈɦeːnd̪ɾə	ˈsɪŋɡʱ	1	0.00000917
Singh	Dhoni	at	ESPNcricinfo	1	0.00000917
Singh	Dhoni	at	Wisden	1	0.00000917
Singh	Dhoni,	a	book	1	0.00000917
Singh	Rajput	in	the	1	0.00000917
Singh	Rawat	on	4	1	0.00000917
Singh	and	Devaki	Devi.	1	0.00000917
Sixth	most	sixes	in	1	0.00000917
South	Africa	and	272	1	0.00000917
South	Africa	and	New	1	0.00000917
South	Africa	at	Johannesburg.	1	0.00000917
South	Africa	in	Ireland	1	0.00000917
South	Africa	in	the	1	0.00000917
South	Africa	tour.	Though,	1	0.00000917
South	Eastern	Railway	zone	1	0.00000917
Spirit	of	cricket	award	1	0.00000917
Sports	Club,	Dhoni	contributed	1	0.00000917
Sri	Lanka	during	their	1	0.00000917
Sri	Lanka	in	Colombo,	1	0.00000917
Sri	Lanka	in	early	1	0.00000917
Sri	Lanka	with	Dhoni	1	0.00000917
Sri	Lanka's	tour	of	1	0.00000917
Sri	Lanka.	Dhoni	got	1	0.00000917
Sri	Lanka.	In	2007,	1	0.00000917
Sri	Lankan	bilateral	ODI	1	0.00000917
Srinivasan.	Dhoni	is	a	1	0.00000917
Stadium	where	he	hit	1	0.00000917
State	Cricket	Association	(JSCA)	1	0.00000917
Story,	with	Sushant	Singh	1	0.00000917
Subsequently,	Dhoni	was	part	1	0.00000917
Sundaresan.	Dhoni	(2012),	a	1	0.00000917
Super	Kings	(CSK)	for	1	0.00000917
Super	Kings	(CSK),	leading	1	0.00000917
Super	Kings	Indian	Premier	1	0.00000917
Super	Kings	and	Rajasthan	1	0.00000917
Super	Kings	from	the	1	0.00000917
Super	Kings.	Following	the	1	0.00000917
Super	League.	He	also	1	0.00000917
Supergiants	and	Gujarat	Lions	1	0.00000917
Supergiants	picked	Dhoni	as	1	0.00000917
Supergiants.	Dhoni	returned	to	1	0.00000917
Sushant	Singh	Rajput	in	1	0.00000917
T20	World	Cup.	Domestic	1	0.00000917
T20	World	Cup:	2007	1	0.00000917
T20	and	captaincy	India	1	0.00000917
T20	international	debut	in	1	0.00000917
T20	matches	for	CSK	1	0.00000917
T20	matches.	He	has	1	0.00000917
T20	titles	in	2010	1	0.00000917
T20I	innings	(5)	Combined	1	0.00000917
T20I	innings	(76)	and	1	0.00000917
T20I	squad	for	the	1	0.00000917
T20I	team	of	the	1	0.00000917
T20Is	Second	most	matches	1	0.00000917
TA	battalion).	The	honorary	1	0.00000917
TRDW.	In	2004,	Dhoni	1	0.00000917
Tamil	feature	film,	directed	1	0.00000917
Tamil	language	romantic	drama	1	0.00000917
Tamil.	Playing	style	Dhoni	1	0.00000917
Team	of	the	year.	1	0.00000917
Tendulkar	to	aggregate	more	1	0.00000917
Tendulkar,	the	highest	run	1	0.00000917
Territorial	Army	(106	Para	1	0.00000917
Territorial	Army	in	Jammu	1	0.00000917
Territorial	Army	which	was	1	0.00000917
Territorial	Army:	2011	CNN-News18	1	0.00000917
Test	Team	of	the	1	0.00000917
Test	in	Melbourne,	Dhoni	1	0.00000917
Test	matches	at	an	1	0.00000917
Test	retirement	and	2015	1	0.00000917
Tests	Most	runs	by	1	0.00000917
The	Dhoni	Touch:	unravelling	1	0.00000917
The	Indian	ODI	team	1	0.00000917
The	Lion	for	Disney+	1	0.00000917
The	No.7	jersey	was	1	0.00000917
The	Untold	Story,	with	1	0.00000917
The	first	show	developed	1	0.00000917
The	honorary	rank	was	1	0.00000917
The	innings	would	surpass	1	0.00000917
The	production	house	produced	1	0.00000917
The	spelling	"Dhoni"	emerged	1	0.00000917
Third	most	dismissals	as	1	0.00000917
Third	most	number	of	1	0.00000917
Though	Dhoni	scored	84	1	0.00000917
Though,	he	had	a	1	0.00000917
Ticket	Examiner	(TTE)	at	1	0.00000917
Touch:	unravelling	the	enigma	1	0.00000917
Tournament'	at	the	2017	1	0.00000917
Travelling	Ticket	Examiner	(TTE)	1	0.00000917
Travis	Dowlin	of	West	1	0.00000917
Trophy	and	became	the	1	0.00000917
Trophy	and	represented	East	1	0.00000917
Trophy	and	scored	176	1	0.00000917
Trophy	debut	for	Bihar	1	0.00000917
Trophy	finals,	Dhoni	represented	1	0.00000917
Trophy	in	the	1999–2000	1	0.00000917
Trophy	in	which	India	1	0.00000917
Trophy	season,	he	scored	1	0.00000917
Trophy	season.	Apart	from	1	0.00000917
Trophy	under-16	championship.	In	1	0.00000917
Trophy	where	he	started	1	0.00000917
Trophy,	India	lost	to	1	0.00000917
Trophy,	India	toured	West	1	0.00000917
Trophy,	being	the	only	1	0.00000917
Trophy,	scoring	244	runs	1	0.00000917
Trophy,	the	Bihar	U-19	1	0.00000917
Trophy.	However,	he	scored	1	0.00000917
Trophy:	2013	Chennai	Super	1	0.00000917
Twenty20	in	September	2007.	1	0.00000917
Twenty20	title	in	2014.	1	0.00000917
Twenty20	where	India	finished	1	0.00000917
Twenty20,	the	2011	Cricket	1	0.00000917
Twenty20.	Chennai	won	the	1	0.00000917
U-19	cricket	team	made	1	0.00000917
U-19	squad	for	the	1	0.00000917
U-19	team	in	the	1	0.00000917
US$1.5	million	during	the	1	0.00000917
University	in	2011.	In	1	0.00000917
Untold	Story,	with	Sushant	1	0.00000917
Uttar	Pradesh	(now	Uttarakhand)	1	0.00000917
Uttarakhand)	and	he	was	1	0.00000917
Vidya	Mandir,	where	he	1	0.00000917
Vijay	Hazare	trophy	and	1	0.00000917
Vijay's	film	G.O.A.T	that	1	0.00000917
Vinoo	Mankad	Trophy	under-16	1	0.00000917
Visakhapatnam,	Dhoni	playing	in	1	0.00000917
Wankhede	Stadium	where	he	1	0.00000917
Watson.	Dhoni	ended	the	1	0.00000917
West	Indies	and	Australia,	1	0.00000917
West	Indies	and	Sri	1	0.00000917
West	Indies	and	failed	1	0.00000917
West	Indies	for	a	1	0.00000917
West	Indies	in	India	1	0.00000917
West	Indies	in	the	1	0.00000917
West	Indies.	In	the	1	0.00000917
While	captaining	in	the	1	0.00000917
While	spending	a	day	1	0.00000917
Widely	regarded	as	one	1	0.00000917
Wisden	Almanack	as	'Uninhibited,	1	0.00000917
With	Dhoni	performing	well	1	0.00000917
World	Cup	co-hosted	by	1	0.00000917
World	Cup	final.	In	1	0.00000917
World	Cup	in	which	1	0.00000917
World	Cup	win	and	1	0.00000917
World	Cup,	Dhoni	became	1	0.00000917
World	Cup,	and	the	1	0.00000917
World	Cup.	Domestic	career	1	0.00000917
World	Cup.	Final	years	1	0.00000917
World	Cup.	On	9	1	0.00000917
World	Cup:	2007	Asia	1	0.00000917
World	Cup:	2011	ICC	1	0.00000917
World	T20	and	captaincy	1	0.00000917
World	Twenty20	in	September	1	0.00000917
World	Twenty20	where	India	1	0.00000917
World	Twenty20,	the	2011	1	0.00000917
World	cup	Dhoni	played	1	0.00000917
Wriddhiman	Saha	in	2018.	1	0.00000917
XI	cricket	team	in	1	0.00000917
XI	in	Harare	Sports	1	0.00000917
XI,	East	zone	and	1	0.00000917
Year:	2006	ICC	Men's	1	0.00000917
Year:	2006,	2008,	2009,	1	0.00000917
Year:	2008,	2009	Padma	1	0.00000917
Year:	2009,	2010,	2013	1	0.00000917
Year:	2011	Castrol	Indian	1	0.00000917
Year:	2011	ICC	People's	1	0.00000917
Youth	Icon	of	the	1	0.00000917
Youth	career	He	played	1	0.00000917
Yuzvendra	Chahal.	He	reached	1	0.00000917
Zealand	in	the	2013–14	1	0.00000917
Zealand,	India	lost	both	1	0.00000917
Zealand.	After	beating	Bangladesh	1	0.00000917
Zealand.	Dhoni	led	India	1	0.00000917
Zealand.	On	15	August	1	0.00000917
Zimbabwe	XI	in	Harare	1	0.00000917
Zimbabwe	and	Kenya.	Against	1	0.00000917
Zimbabwe	at	Auckland,	he	1	0.00000917
Ziva	Dhoni	who	was	1	0.00000917
Zone	U-19	squad	for	1	0.00000917
Zone	and	scored	a	1	0.00000917
Zone	in	the	Deodhar	1	0.00000917
Zone	lost	all	the	1	0.00000917
Zone	squad	that	won	1	0.00000917
a	"B"	grade	contract	1	0.00000917
a	20-run	win,	following	1	0.00000917
a	2–1	series	victory,	1	0.00000917
a	Hindu	Rajput	family	1	0.00000917
a	T20I	innings	(5)	1	0.00000917
a	Tamil	feature	film,	1	0.00000917
a	Tamil	language	romantic	1	0.00000917
a	Travelling	Ticket	Examiner	1	0.00000917
a	batsman,	he	is	1	0.00000917
a	bilateral	series	for	1	0.00000917
a	bilateral	series	on	1	0.00000917
a	book	by	Bharat	1	0.00000917
a	century	(128*)	against	1	0.00000917
a	century	in	the	1	0.00000917
a	co-owner	of	Chennai-based	1	0.00000917
a	cricketer	like	Dhoni.	1	0.00000917
a	cricketer,	"Since	childhood	1	0.00000917
a	cricketer.	After	completing	1	0.00000917
a	daughter,	Ziva	Dhoni	1	0.00000917
a	day	with	the	1	0.00000917
a	documentary	web	series	1	0.00000917
a	draw.	Dhoni	made	1	0.00000917
a	duck.	Dhoni	was	1	0.00000917
a	duck.	He	was	1	0.00000917
a	father	and	his	1	0.00000917
a	fellow	player	and	1	0.00000917
a	fifty	Most	stumpings	1	0.00000917
a	fighting	half-century	in	1	0.00000917
a	firm	grip	at	1	0.00000917
a	first	test	victory	1	0.00000917
a	goalkeeper,	but	later	1	0.00000917
a	good	series,	scoring	1	0.00000917
a	half-century	against	West	1	0.00000917
a	half-century	and	scored	1	0.00000917
a	honour	to	him.	1	0.00000917
a	key	stumping	opportunity	1	0.00000917
a	league	stage	match	1	0.00000917
a	long-term	business	agreement	1	0.00000917
a	losing	cause.	Dhoni	1	0.00000917
a	losing	cause.	Dhoni's	1	0.00000917
a	match	by	an	1	0.00000917
a	member	of	the	1	0.00000917
a	month	later,	Jadeja	1	0.00000917
a	number	of	bikes	1	0.00000917
a	particular	season	of	1	0.00000917
a	plant-based	protein	company.	1	0.00000917
a	powerful	hitter	of	1	0.00000917
a	proclivity	for	hitting	1	0.00000917
a	qualified	paratrooper	in	1	0.00000917
a	record	for	effecting	1	0.00000917
a	record	which	was	1	0.00000917
a	regular	in	the	1	0.00000917
a	relatively	mediocre	series	1	0.00000917
a	reputation	of	being	1	0.00000917
a	result,	Dhoni's	house	1	0.00000917
a	right-handed	batsman	and	1	0.00000917
a	right-handed	batter	and	1	0.00000917
a	run	chase,	a	1	0.00000917
a	single	match	with	1	0.00000917
a	soldier	and	not	1	0.00000917
a	special	cameo	appearance	1	0.00000917
a	special	connection	with	1	0.00000917
a	spelling	mistake	in	1	0.00000917
a	stumping),	and	in	1	0.00000917
a	successful	leader.	Dhoni	1	0.00000917
a	tour	of	Zimbabwe	1	0.00000917
a	tri-nation	tournament	against	1	0.00000917
a	two-week	stint	with	1	0.00000917
a	wicket-keeper	(183*)	Highest	1	0.00000917
a	wicket-keeper	(829)	Sixth	1	0.00000917
a	wicket-keeper	for	Commando	1	0.00000917
a	wicket-keeper	of	the	1	0.00000917
a	wicket-keeper,	he	has	1	0.00000917
a	wicket-keeper.	Widely	regarded	1	0.00000917
a	world	cup.	In	1	0.00000917
a	year	later	against	1	0.00000917
above	50	in	ODIs.	1	0.00000917
accordingly.	Dhoni	holds	the	1	0.00000917
achieve	the	top	ranking	1	0.00000917
achievements	Tests	Most	runs	1	0.00000917
acquired	by	Chennai	Super	1	0.00000917
across	390	T20	matches.	1	0.00000917
across	the	first	eight	1	0.00000917
across	the	five	innings	1	0.00000917
across	three	tests	in	1	0.00000917
across	two	seasons	for	1	0.00000917
across	various	genres.	The	1	0.00000917
activists	of	JMM	and	1	0.00000917
adjudged	Man	of	the	1	0.00000917
adjust	their	line	and	1	0.00000917
after	Dhoni.	In	2023,	1	0.00000917
after	Sachin	Tendulkar	to	1	0.00000917
after	defeating	Pakistan	in	1	0.00000917
after	defeating	Sri	Lanka	1	0.00000917
after	losing	to	Sri	1	0.00000917
after	losses	to	Bangladesh	1	0.00000917
after	the	home	series	1	0.00000917
after	the	match	against	1	0.00000917
after	the	third	game	1	0.00000917
again	in	2021	and	1	0.00000917
again	the	following	season.	1	0.00000917
against	Afghanistan	due	to	1	0.00000917
against	Australia	was	washed	1	0.00000917
against	Australia.	India	toured	1	0.00000917
against	Bangladesh	and	played	1	0.00000917
against	Bangladesh	in	the	1	0.00000917
against	Bengal	in	the	1	0.00000917
against	Chhattisgarh	and	led	1	0.00000917
against	Delhi.	Franchise	career	1	0.00000917
against	England	in	March	1	0.00000917
against	England,	India	won	1	0.00000917
against	England.	Dhoni	took	1	0.00000917
against	England.	Dhoni	was	1	0.00000917
against	England.	In	the	1	0.00000917
against	India	B.	Jharkhand	1	0.00000917
against	Mumbai	Indians	on	1	0.00000917
against	New	Zealand,	India	1	0.00000917
against	New	Zealand.	Dhoni	1	0.00000917
against	New	Zealand.	On	1	0.00000917
against	Pakistan	A	with	1	0.00000917
against	Pakistan.	In	the	1	0.00000917
against	South	Africa	and	1	0.00000917
against	South	Africa	at	1	0.00000917
against	Sri	Lanka	during	1	0.00000917
against	Sri	Lanka	in	1	0.00000917
against	Sri	Lanka.	In	1	0.00000917
against	West	Indies	and	1	0.00000917
against	West	Indies	in	1	0.00000917
against	West	Indies.	In	1	0.00000917
against	Zimbabwe	at	Auckland,	1	0.00000917
against	the	hosts	and	1	0.00000917
aggregate	more	than	thousand	1	0.00000917
aggregate	of	346	runs	1	0.00000917
aggregated	50	runs	from	1	0.00000917
agreement	with	Banijay	Asia	1	0.00000917
ahead	of	that	season	1	0.00000917
ahead	of	the	ODI	1	0.00000917
aircraft	in	the	Agra	1	0.00000917
all	ICC	limited	overs	1	0.00000917
all	formats	by	2008.	1	0.00000917
all	formats	from	2008.	1	0.00000917
all	formats.	On	2	1	0.00000917
all	group	stage	matches	1	0.00000917
all	the	matches	and	1	0.00000917
all	the	matches	in	1	0.00000917
all	the	three	matches	1	0.00000917
all	three	games	with	1	0.00000917
all	time.	Captaincy	In	1	0.00000917
all	time.	Records	and	1	0.00000917
also	becoming	the	fourth	1	0.00000917
also	being	criticised	for	1	0.00000917
also	co-owns	Ranchi-based	hockey	1	0.00000917
also	known	for	his	1	0.00000917
also	later	winning	the	1	0.00000917
also	led	CSK	to	1	0.00000917
also	led	the	teams	1	0.00000917
also	named	as	captain	1	0.00000917
also	played	for	Rajasthan	1	0.00000917
also	serving	as	its	1	0.00000917
also	set	a	record	1	0.00000917
also	the	highest	individual	1	0.00000917
also	tried	other	wicket-keeper/batsmen	1	0.00000917
ambassador	of	the	company.	1	0.00000917
ambassador.	In	2019,	Dhoni	1	0.00000917
among	the	few	batsmen	1	0.00000917
an	'A'	grade	contract	1	0.00000917
an	Indian	and	fifth	1	0.00000917
an	Indian	captain	(51)	1	0.00000917
an	Indian	captain	and	1	0.00000917
an	Indian	captain	in	1	0.00000917
an	Indian	professional	cricketer	1	0.00000917
an	Indian	wicket-keeper	(4876)	1	0.00000917
an	Indian	wicket-keeper	Most	1	0.00000917
an	Indian	wicket-keeper	and	1	0.00000917
an	Indian	wicket-keeper.	Dhoni	1	0.00000917
an	Indian	wicketkeeper	until	1	0.00000917
an	Indian	win.	Dhoni	1	0.00000917
an	ODI	against	Bangladesh	1	0.00000917
an	automotive	enthusiast	and	1	0.00000917
an	average	of	19.25.	1	0.00000917
an	average	of	23.34.	1	0.00000917
an	average	of	38	1	0.00000917
an	average	of	48	1	0.00000917
an	average	of	59.25	1	0.00000917
an	average	of	70.43	1	0.00000917
an	average	of	72.40	1	0.00000917
an	average	of	87	1	0.00000917
an	average	of	above	1	0.00000917
an	average	of	more	1	0.00000917
an	average	of	over	1	0.00000917
an	average	over	50	1	0.00000917
an	eighteen-year-old	scoring	68	1	0.00000917
an	excellent	year	in	1	0.00000917
an	honorary	doctorate	by	1	0.00000917
an	innings	(6)	and	1	0.00000917
an	innings	in	ODI	1	0.00000917
an	unbeaten	183	runs	1	0.00000917
an	unbeaten	91.	In	1	0.00000917
an	unorthodox	batsman	who	1	0.00000917
and	10773	runs	at	1	0.00000917
and	108	fifties	in	1	0.00000917
and	177	runs	in	1	0.00000917
and	179	runs	in	1	0.00000917
and	2014.	Dhoni	is	1	0.00000917
and	2015	World	cup	1	0.00000917
and	2016,	and	he	1	0.00000917
and	2023)	jointly	sharing	1	0.00000917
and	272	runs	with	1	0.00000917
and	Australia,	though	Dhoni	1	0.00000917
and	Central	Coal	Fields	1	0.00000917
and	Devaki	Devi.	His	1	0.00000917
and	Dhoni	top-scored	in	1	0.00000917
and	Dinesh	Karthik.	With	1	0.00000917
and	Gujarat	Lions	were	1	0.00000917
and	Kashmir.	While	spending	1	0.00000917
and	Kenya.	Against	the	1	0.00000917
and	Midwicket	regions,	rather	1	0.00000917
and	New	Zealand	in	1	0.00000917
and	Pakistan	A,	Dhoni	1	0.00000917
and	Phelps.	Dhoni's	popularity	1	0.00000917
and	Rajasthan	Royals,	two	1	0.00000917
and	Ravindra	Jadeja	was	1	0.00000917
and	Rest	of	India	1	0.00000917
and	Sri	Lanka	in	1	0.00000917
and	Sri	Lanka	with	1	0.00000917
and	Sri	Lanka.	Dhoni	1	0.00000917
and	a	strike	rate	1	0.00000917
and	a	stumping),	and	1	0.00000917
and	a	wicket-keeper.	Widely	1	0.00000917
and	achievements	Tests	Most	1	0.00000917
and	also	set	a	1	0.00000917
and	also	tried	other	1	0.00000917
and	became	the	first	1	0.00000917
and	captaincy	India	recorded	1	0.00000917
and	captains,	he	represented	1	0.00000917
and	career	(432)	by	1	0.00000917
and	cars	in	his	1	0.00000917
and	childhood	friend	Santosh	1	0.00000917
and	damaged	by	activists	1	0.00000917
and	did	not	qualify	1	0.00000917
and	early	years	The	1	0.00000917
and	effected	195	stumpings	1	0.00000917
and	ended	in	a	1	0.00000917
and	failed	to	make	1	0.00000917
and	fifth	most	by	1	0.00000917
and	final	ODI	against	1	0.00000917
and	final	ODI	in	1	0.00000917
and	finished	last	in	1	0.00000917
and	four	stumpings.	In	1	0.00000917
and	has	earned	a	1	0.00000917
and	he	was	a	1	0.00000917
and	he	was	the	1	0.00000917
and	helped	the	team	1	0.00000917
and	his	brand	value	1	0.00000917
and	his	first	in	1	0.00000917
and	his	son	with	1	0.00000917
and	his	wife	have	1	0.00000917
and	holds	the	record	1	0.00000917
and	hook	shots	off	1	0.00000917
and	in	test	cricket	1	0.00000917
and	in	the	2001–02	1	0.00000917
and	in	the	process,	1	0.00000917
and	is	one	of	1	0.00000917
and	is	the	most	1	0.00000917
and	just	29	runs	1	0.00000917
and	later	Dhoni	led	1	0.00000917
and	led	CSK	to	1	0.00000917
and	led	his	team	1	0.00000917
and	led	the	team	1	0.00000917
and	length	accordingly.	Dhoni	1	0.00000917
and	missed	dismissal	chances	1	0.00000917
and	not	a	cricketer,	1	0.00000917
and	on	25	February	1	0.00000917
and	only	wicket	in	1	0.00000917
and	only	wicket-keeper	to	1	0.00000917
and	owns	a	number	1	0.00000917
and	played	his	first	1	0.00000917
and	precision	to	clear	1	0.00000917
and	produced	by	Prakash	1	0.00000917
and	qualified	for	Champions	1	0.00000917
and	represented	East	Zone	1	0.00000917
and	retirement	Dhoni	led	1	0.00000917
and	runs	(1,153)	before	1	0.00000917
and	scored	176	runs	1	0.00000917
and	scored	362	runs	1	0.00000917
and	scored	a	fighting	1	0.00000917
and	scored	only	97	1	0.00000917
and	second	most	overall	1	0.00000917
and	security	was	tightened	1	0.00000917
and	series	against	West	1	0.00000917
and	served	as	the	1	0.00000917
and	seven	stumpings.	Dhoni	1	0.00000917
and	simultaneously	became	brand	1	0.00000917
and	strike	rate	over	1	0.00000917
and	successful	captains	of	1	0.00000917
and	ten	final	appearances.	1	0.00000917
and	the	2013	ICC	1	0.00000917
and	the	Australia	tour	1	0.00000917
and	the	fans	often	1	0.00000917
and	the	first	non-Australian	1	0.00000917
and	the	only	captain	1	0.00000917
and	the	subsequent	seven-match	1	0.00000917
and	their	return	to	1	0.00000917
and	third	highest	civilian	1	0.00000917
and	thus,	becoming	the	1	0.00000917
and	topped	the	ICC	1	0.00000917
and	twelfth	overall	to	1	0.00000917
and	was	awarded	the	1	0.00000917
and	was	described	in	1	0.00000917
and	was	named	player	1	0.00000917
and	was	one	of	1	0.00000917
and	was	part	of	1	0.00000917
and	was	promoted	to	1	0.00000917
and	was	retained	for	1	0.00000917
and	was	retired	by	1	0.00000917
and	was	run	out	1	0.00000917
and	was	the	captain	1	0.00000917
and	wicket-keeper)	ICC	Men's	1	0.00000917
and	wicket-keeper)	ICC	Spirit	1	0.00000917
and	wicket-keeper.	Dhoni	is	1	0.00000917
and	wicketkeeper	of	the	1	0.00000917
and	winning	it	five	1	0.00000917
and,	despite	repeated	attempts	1	0.00000917
another	score	over	fifty	1	0.00000917
any	wicket-keeper	(123)	T20Is	1	0.00000917
any	wicket-keeper	(294)	ODIs	1	0.00000917
anything	but	crude'.	It	1	0.00000917
appearance	for	CSK	in	1	0.00000917
appearance	in	Vijay's	film	1	0.00000917
appearances	in	the	IPL.	1	0.00000917
appearances.	Dhoni	became	the	1	0.00000917
appointed	as	the	mentor	1	0.00000917
appointed	captain	of	the	1	0.00000917
appointed	him	captain	of	1	0.00000917
appointed	the	new	captain.	1	0.00000917
approachability	and	has	earned	1	0.00000917
as	"Dhauni".	The	spelling	1	0.00000917
as	'Uninhibited,	yet	anything	1	0.00000917
as	East	Zone	lost	1	0.00000917
as	a	Travelling	Ticket	1	0.00000917
as	a	cricketer.	After	1	0.00000917
as	a	goalkeeper,	but	1	0.00000917
as	a	honour	to	1	0.00000917
as	a	right-handed	batter	1	0.00000917
as	a	wicket-keeper	(829)	1	0.00000917
as	a	wicket-keeper	for	1	0.00000917
as	a	wicket-keeper	of	1	0.00000917
as	an	eighteen-year-old	scoring	1	0.00000917
as	being	the	first	1	0.00000917
as	captain	(200)	First	1	0.00000917
as	captain	(332)	Most	1	0.00000917
as	captain	(6641)	Third	1	0.00000917
as	captain	(72)	Most	1	0.00000917
as	captain	and	wicket-keeper	1	0.00000917
as	captain	and	wicketkeeper	1	0.00000917
as	hard-hitting	batting	style.	1	0.00000917
as	its	brand	ambassador.	1	0.00000917
as	one	of	their	1	0.00000917
as	runners-up	after	losing	1	0.00000917
as	runners-up.	In	August	1	0.00000917
as	the	captain	and	1	0.00000917
as	the	mentor	of	1	0.00000917
as	the	team	lost	1	0.00000917
as	the	wicket-keeper	to	1	0.00000917
as	well	as	being	1	0.00000917
as	well	as	hard-hitting	1	0.00000917
as	wicket	keeper	in	1	0.00000917
as	wicket-keeper	(34)	Most	1	0.00000917
at	0.08	seconds,	when	1	0.00000917
at	Auckland,	he	made	1	0.00000917
at	Chennai.	Dhoni	led	1	0.00000917
at	Chennai.	Dhoni	scored	1	0.00000917
at	ESPNcricinfo	Mahendra	Singh	1	0.00000917
at	Jaipur	where	he	1	0.00000917
at	Johannesburg.	Dhoni	was	1	0.00000917
at	Kharagpur	under	South	1	0.00000917
at	a	strike	rate	1	0.00000917
at	club	cricket,	he	1	0.00000917
at	home	against	England.	1	0.00000917
at	the	2017	ICC	1	0.00000917
at	the	Wankhede	Stadium	1	0.00000917
at	the	bottom	of	1	0.00000917
at	the	start	of	1	0.00000917
attempts	by	his	family,	1	0.00000917
auction	for	the	2022	1	0.00000917
auction	for	the	inaugural	1	0.00000917
auction.	Dhoni	scored	414	1	0.00000917
automotive	enthusiast	and	owns	1	0.00000917
average	of	19.25.	While	1	0.00000917
average	of	23.34.	During	1	0.00000917
average	of	38	and	1	0.00000917
average	of	48	including	1	0.00000917
average	of	59.25	and	1	0.00000917
average	of	70.43	and	1	0.00000917
average	of	72.40	with	1	0.00000917
average	of	87	including	1	0.00000917
average	of	above	50	1	0.00000917
average	of	more	than	1	0.00000917
average	of	over	50	1	0.00000917
average	over	50	and	1	0.00000917
averaged	more	than	60	1	0.00000917
averages	in	ODI	cricket.	1	0.00000917
averaging	more	than	100	1	0.00000917
award	Padma	Bhushan	in	1	0.00000917
award	Padma	Shri	in	1	0.00000917
award	after	the	third	1	0.00000917
award	of	the	decade:	1	0.00000917
award	while	also	later	1	0.00000917
award:	2008	ICC	ODI	1	0.00000917
awarded	India's	highest	sport	1	0.00000917
awarded	a	"B"	grade	1	0.00000917
awarded	an	'A'	grade	1	0.00000917
awarded	an	honorary	doctorate	1	0.00000917
awarded	the	Man	of	1	0.00000917
away	ODI	series	in	1	0.00000917
away.	Dhoni	played	for	1	0.00000917
back	centuries.	International	career	1	0.00000917
back	to	Dhoni	in	1	0.00000917
back	to	back	centuries.	1	0.00000917
ball	and	is	one	1	0.00000917
ball	with	force	and	1	0.00000917
balls	in	the	third	1	0.00000917
balls	including	16	runs	1	0.00000917
balls,	his	tenth	century	1	0.00000917
balls,	winning	the	game	1	0.00000917
ban	of	Chennai	Super	1	0.00000917
based	on	Dhoni's	life	1	0.00000917
bat	with	a	firm	1	0.00000917
batsman	after	Sachin	Tendulkar	1	0.00000917
batsman	and	wicket-keeper.	Dhoni	1	0.00000917
batsman	rankings	for	several	1	0.00000917
batsman	who	deviates	from	1	0.00000917
batsman,	he	is	recognised	1	0.00000917
batsmen	and	captains,	he	1	0.00000917
batsmen	to	have	scored	1	0.00000917
battalion).	The	honorary	rank	1	0.00000917
batted	higher	up	the	1	0.00000917
batted	with	India	crashing	1	0.00000917
batted.	Test	retirement	and	1	0.00000917
batter	and	a	wicket-keeper.	1	0.00000917
batting	order	in	the	1	0.00000917
batting	style.	In	the	1	0.00000917
batting	talent	and	also	1	0.00000917
batting	technique.	Dhoni	displays	1	0.00000917
be	$80.3	million	by	1	0.00000917
be	the	same".	Dhoni	1	0.00000917
beating	Bangladesh	in	the	1	0.00000917
became	a	qualified	paratrooper	1	0.00000917
became	a	regular	in	1	0.00000917
became	brand	ambassador	of	1	0.00000917
became	the	captain	of	1	0.00000917
became	the	first	Indian	1	0.00000917
became	the	first	and	1	0.00000917
became	the	first	cricketer	1	0.00000917
became	the	first	player	1	0.00000917
became	the	first	wicket-keeper	1	0.00000917
became	the	most	successful	1	0.00000917
became	the	second	India	1	0.00000917
became	the	third	overall	1	0.00000917
become	a	cricketer	like	1	0.00000917
become	a	soldier	and	1	0.00000917
becoming	the	second	Indian	1	0.00000917
been	praised	for	his	1	0.00000917
been	rectified.	Dhoni	did	1	0.00000917
before	representing	Jharkhand	later.	1	0.00000917
before	scoring	a	fifty	1	0.00000917
before	taking	over	in	1	0.00000917
before	the	auction	for	1	0.00000917
behind	the	stumps	while	1	0.00000917
being	a	successful	leader.	1	0.00000917
being	criticised	for	the	1	0.00000917
being	named	man	of	1	0.00000917
being	the	first	wicket-keeper	1	0.00000917
being	the	only	captain	1	0.00000917
being	unavailable,	Dhoni	became	1	0.00000917
between	the	wickets.	He	1	0.00000917
bikes	and	cars	in	1	0.00000917
bilateral	ODI	series	in	1	0.00000917
bilateral	series	for	the	1	0.00000917
bilateral	series	on	Australian	1	0.00000917
book	by	Bharat	Sundaresan.	1	0.00000917
born	7	July	1981)	1	0.00000917
